net,length_um
_2373_,5.72
_2486_,5.72
cpu_inst.regfile_inst.registers\[9\]\[16\],5.72
_1421_,5.7
cpu_inst.regfile_inst.registers\[0\]\[2\],5.7
cpu_inst.regfile_inst.registers\[15\]\[13\],5.7
_0744_,5.68
_1084_,5.68
_1391_,5.68
_1517_,5.68
_1606_,5.68
_1884_,5.68
_1969_,5.68
_1974_,5.68
_2012_,5.68
_2033_,5.68
_2034_,5.68
_2036_,5.68
_2065_,5.68
_2094_,5.68
_2129_,5.68
_2182_,5.68
_2223_,5.68
_2225_,5.68
_2276_,5.68
_2380_,5.68
_2384_,5.68
_2394_,5.68
_0041_,5.645
_0228_,5.62
_0963_,5.61
_0397_,5.605
_1211_,5.6
_2114_,5.6
_2247_,5.6
cpu_inst.regfile_inst.registers\[0\]\[13\],5.6
cpu_inst.regfile_inst.registers\[9\]\[27\],5.6
_0472_,5.58
_0660_,5.58
_0868_,5.58
_0907_,5.58
_1240_,5.58
_1736_,5.58
cpu_inst.regfile_inst.registers\[24\]\[19\],5.58
_1845_,5.56
_2283_,5.56
_0449_,5.555
_0262_,5.545
_0459_,5.545
_2022_,5.52
_0021_,5.505
_0155_,5.505
_0287_,5.505
_0835_,5.48
cpu_inst.regfile_inst.registers\[15\]\[0\],5.48
_0156_,5.475
_0004_,5.465
_0240_,5.445
_2474_,5.44
_0049_,5.425
_0333_,5.38
_1494_,5.38
_1882_,5.38
_1994_,5.38
_2001_,5.38
_2069_,5.38
_2177_,5.38
_2346_,5.38
_2396_,5.38
_2457_,5.38
_2460_,5.38
_1808_,5.36
_2007_,5.36
_2326_,5.36
_1011_,5.34
_1186_,5.34
_1250_,5.34
_1337_,5.34
_1776_,5.34
_2015_,5.34
_2089_,5.34
_2097_,5.34
_2208_,5.34
_2215_,5.34
_2218_,5.34
_2298_,5.34
_2407_,5.34
_2434_,5.34
_2445_,5.34
_2472_,5.34
_2493_,5.34
_2501_,5.34
net33,5.34
an[2],5.31
seg[1],5.31
seg[3],5.31
_0263_,5.305
_0284_,5.305
_0083_,5.28
net40,5.28
_0530_,5.26
_1017_,5.26
_1218_,5.26
_1671_,5.26
_1693_,5.26
_1843_,5.26
_1906_,5.26
_1930_,5.26
_1995_,5.26
_2453_,5.26
_2488_,5.26
cpu_inst.regfile_inst.registers\[1\]\[17\],5.26
net36,5.26
_0300_,5.245
cpu_inst.regfile_inst.registers\[2\]\[22\],5.24
_1435_,5.22
_1623_,5.22
_1959_,5.22
_1973_,5.22
_1996_,5.22
_2143_,5.22
_2212_,5.22
_2348_,5.22
_2461_,5.22
_0167_,5.215
_0052_,5.185
_0475_,5.18
_0152_,5.165
_0174_,5.16
_1320_,5.16
_1349_,5.16
_1360_,5.16
_1827_,5.14
_2312_,5.14
cpu_inst.regfile_inst.registers\[15\]\[29\],5.14
_0667_,5.12
_1796_,5.12
_2361_,5.12
_0275_,5.095
an[0],5.07
_0777_,5.06
_0954_,5.06
_0964_,5.06
_1101_,5.06
_0039_,5.045
_0281_,5.045
_0382_,5.045
_0398_,5.045
_0766_,5.04
_1321_,5.04
_1651_,5.02
net41,5.02
_1415_,5
_2264_,5
net35,5
_0450_,4.965
res,4.95
_0343_,4.92
_0349_,4.92
_0836_,4.92
_0915_,4.92
_1220_,4.92
_1582_,4.92
_1803_,4.92
_1820_,4.92
_1984_,4.92
_2014_,4.92
_2060_,4.92
_2149_,4.92
_2253_,4.92
_2479_,4.92
_2518_,4.92
cpu_inst.regfile_inst.registers\[6\]\[24\],4.92
net22,4.92
net30,4.92
cpu_inst.regfile_inst.registers\[1\]\[5\],4.9
cpu_inst.regfile_inst.registers\[24\]\[30\],4.9
_0931_,4.88
_1706_,4.88
_1771_,4.88
_2005_,4.88
_2009_,4.88
_2041_,4.88
_2152_,4.88
_2224_,4.88
_2388_,4.88
_2406_,4.88
_2437_,4.88
_2443_,4.88
cpu_inst.regfile_inst.registers\[0\]\[21\],4.88
net29,4.88
_0032_,4.845
_0519_,4.82
_0741_,4.82
_1862_,4.82
_0092_,4.805
_0678_,4.8
_0917_,4.8
_0979_,4.8
_1027_,4.8
_1046_,4.8
_1439_,4.8
_1443_,4.8
_1624_,4.8
_1649_,4.8
_1825_,4.8
_2048_,4.8
_2055_,4.8
_2282_,4.8
_2413_,4.8
_2420_,4.8
_2442_,4.8
_0233_,4.775
_0858_,4.76
_1813_,4.76
_2170_,4.76
_2219_,4.76
_2255_,4.76
_2310_,4.76
net21,4.76
_0316_,4.72
_0186_,4.7
_1013_,4.7
_1161_,4.7
_1723_,4.7
_1324_,4.68
_1611_,4.68
_2339_,4.68
_2397_,4.68
_0882_,4.66
_1579_,4.66
_1835_,4.66
_0201_,4.635
_0033_,4.625
_0277_,4.625
_0385_,4.625
_0478_,4.625
_0489_,4.625
control,4.61
_1879_,4.6
_1904_,4.6
_0115_,4.585
_0136_,4.585
_0204_,4.585
_0389_,4.585
_1048_,4.58
_0808_,4.56
_1091_,4.54
_1642_,4.54
_0029_,4.525
_0439_,4.485
_0626_,4.48
_0713_,4.48
_0845_,4.48
_0894_,4.48
_1014_,4.48
_1848_,4.48
_2267_,4.48
_2278_,4.48
_0791_,4.46
_1471_,4.46
_2047_,4.46
_2077_,4.46
_2184_,4.46
_2378_,4.46
_2401_,4.46
_2494_,4.46
_0320_,4.455
_1236_,4.44
cpu_inst.regfile_inst.registers\[9\]\[4\],4.44
_0225_,4.425
_0310_,4.425
_0315_,4.425
_0798_,4.42
_0815_,4.42
_0913_,4.42
_1118_,4.42
_1165_,4.42
_1293_,4.42
_1344_,4.42
_1362_,4.42
_1953_,4.42
_2013_,4.42
_2372_,4.42
_2462_,4.42
_0441_,4.415
an[3],4.39
seg[0],4.39
seg[2],4.39
seg[6],4.39
_0024_,4.385
_0113_,4.385
_0256_,4.385
_0428_,4.36
_1383_,4.36
_2156_,4.36
_2202_,4.36
_0886_,4.34
_0889_,4.34
_0986_,4.34
_1098_,4.34
_1114_,4.34
_1209_,4.34
_1221_,4.34
_1354_,4.34
_1514_,4.34
_1558_,4.34
_1627_,4.34
_1634_,4.34
_1824_,4.34
_1900_,4.34
_1919_,4.34
_2002_,4.34
_2011_,4.34
_2051_,4.34
_2058_,4.34
_2118_,4.34
_2330_,4.34
cpu_inst.regfile_inst.registers\[24\]\[24\],4.34
_0364_,4.295
_0308_,4.265
_0379_,4.265
_0208_,4.245
_0008_,4.24
_0120_,4.24
_0499_,4.24
_1539_,4.24
_2390_,4.24
cpu_inst.regfile_inst.registers\[6\]\[13\],4.24
_0772_,4.22
_1001_,4.22
_1103_,4.22
_1184_,4.22
_2470_,4.22
_0969_,4.2
_1740_,4.2
_1905_,4.2
_1936_,4.2
_0321_,4.195
_0095_,4.165
_0238_,4.165
_0270_,4.165
_0394_,4.165
_1190_,4.14
_1276_,4.14
_1933_,4.14
_0209_,4.125
_0247_,4.125
_0294_,4.125
_2459_,4.1
cpu_inst.regfile_inst.registers\[24\]\[1\],4.1
cpu_inst.regfile_inst.registers\[24\]\[6\],4.1
_0365_,4.095
_1876_,4.08
_0108_,4.065
_0147_,4.045
_0390_,4.025
_0471_,4.025
_1569_,4.02
_1851_,4.02
_0346_,4
_0587_,4
_1033_,4
_1054_,4
_1323_,4
_1554_,4
_1710_,4
_2018_,4
_2138_,4
_2211_,4
_2260_,4
net12,4
_0585_,3.98
_0059_,3.975
_0479_,3.975
_0239_,3.955
_0016_,3.925
_0058_,3.925
_0079_,3.925
_0106_,3.925
_0158_,3.925
_0254_,3.925
_0257_,3.925
_0358_,3.925
_0088_,3.9
_1333_,3.9
_2350_,3.9
_2398_,3.9
_2466_,3.9
net25,3.9
_0715_,3.88
_0892_,3.88
_1549_,3.88
_1733_,3.88
_1985_,3.88
_2081_,3.88
_2131_,3.88
_2187_,3.88
_2206_,3.88
_2336_,3.88
_2421_,3.88
_2455_,3.88
_2508_,3.88
_0384_,3.875
_0411_,3.865
_2529_,3.86
_0087_,3.805
_0165_,3.805
_0366_,3.8
_0149_,3.78
_0173_,3.78
_0288_,3.78
_0924_,3.78
_0997_,3.78
_1249_,3.78
_1989_,3.78
cpu_inst.regfile_inst.registers\[6\]\[25\],3.78
_1072_,3.76
_1468_,3.76
net32,3.76
net34,3.76
_0939_,3.74
_1257_,3.74
_1396_,3.72
_0060_,3.705
_0089_,3.705
_0297_,3.705
_0470_,3.705
_0900_,3.68
_0977_,3.68
_1639_,3.68
_1373_,3.66
_1398_,3.66
_2337_,3.64
_0289_,3.635
_0078_,3.625
_0301_,3.62
_0236_,3.605
_0484_,3.605
_1235_,3.56
_1266_,3.56
_1454_,3.56
_1621_,3.56
_1695_,3.56
_1812_,3.56
_2039_,3.56
_2251_,3.56
_2519_,3.56
_0724_,3.54
_0834_,3.54
_0916_,3.54
_0974_,3.54
_1093_,3.54
_1147_,3.54
_1189_,3.54
_1334_,3.54
_1394_,3.54
_1404_,3.54
_1725_,3.54
_1836_,3.54
_2424_,3.54
_2502_,3.54
_0749_,3.52
_2523_,3.52
_0057_,3.515
_0150_,3.515
_0383_,3.515
_0050_,3.505
_0456_,3.505
_0197_,3.485
_0056_,3.465
_0074_,3.465
_0098_,3.465
_0107_,3.465
_0192_,3.465
_0224_,3.465
_0282_,3.465
_0293_,3.465
_0393_,3.465
_0413_,3.465
_2095_,3.44
_2376_,3.44
_2444_,3.44
_2511_,3.44
_0547_,3.42
_0774_,3.42
_0908_,3.42
_1242_,3.42
_1302_,3.42
_1370_,3.42
_1380_,3.42
_1689_,3.42
_1702_,3.42
_1956_,3.42
_2008_,3.42
_2019_,3.42
_2029_,3.42
_2249_,3.42
_2256_,3.42
_2435_,3.42
_2464_,3.42
cpu_inst.regfile_inst.registers\[24\]\[29\],3.42
_0077_,3.415
_0047_,3.345
_0062_,3.345
_0103_,3.345
_0221_,3.345
_0222_,3.345
_0258_,3.345
_0312_,3.345
_0314_,3.345
_0295_,3.34
_0457_,3.34
_1846_,3.33
_0227_,3.32
_0414_,3.32
_0451_,3.32
_0940_,3.32
_1615_,3.32
_0649_,3.3
_1498_,3.3
_2385_,3.3
_0037_,3.245
_0040_,3.245
_0051_,3.245
_0139_,3.245
_0319_,3.245
_0446_,3.245
_0485_,3.245
_1416_,3.22
_1685_,3.22
_2301_,3.22
_0342_,3.2
_0352_,3.2
_1279_,3.2
_1613_,3.2
_0641_,3.18
_1897_,3.18
_2290_,3.18
cpu_inst.decoder_inst.current_pc\[3\],3.18
_0097_,3.175
_0452_,3.175
_1585_,3.14
_0142_,3.125
_0220_,3.125
_0491_,3.125
_1294_,3.1
_1429_,3.1
_1516_,3.1
_1830_,3.1
_0786_,3.08
_0818_,3.08
_0891_,3.08
_0951_,3.08
_1193_,3.08
_1533_,3.08
_1616_,3.08
_1659_,3.08
_1711_,3.08
_1864_,3.08
_1916_,3.08
_2447_,3.08
_2482_,3.08
net27,3.08
_0435_,3.075
_0763_,3.06
_0030_,3.045
_0269_,3.045
_0274_,3.045
_0359_,3.045
_0426_,3.045
_0432_,3.045
_1397_,3.04
_0135_,3.005
_0146_,3.005
_0157_,3.005
_0170_,3.005
_0185_,3.005
_0214_,3.005
_0215_,3.005
_0253_,3.005
_0260_,3.005
_0280_,3.005
_0463_,3.005
_0743_,2.98
_1968_,2.98
_1979_,2.98
_2078_,2.98
_2151_,2.98
_2172_,2.98
_2322_,2.98
_0581_,2.96
_0604_,2.96
_0851_,2.96
_1169_,2.96
_1226_,2.96
_1287_,2.96
_1461_,2.96
_1491_,2.96
_1522_,2.96
_1575_,2.96
_1741_,2.96
_1752_,2.96
_1865_,2.96
_1878_,2.96
_1963_,2.96
_2040_,2.96
_2044_,2.96
_2052_,2.96
_2113_,2.96
_2119_,2.96
_2120_,2.96
_2294_,2.96
_2403_,2.96
_2510_,2.96
_0001_,2.945
_0469_,2.935
_0080_,2.885
_0102_,2.885
_0193_,2.885
_0492_,2.885
_0055_,2.88
_0317_,2.88
_0455_,2.88
_0017_,2.86
_0054_,2.86
_0202_,2.86
_0242_,2.86
_0271_,2.86
_0495_,2.86
_0734_,2.86
_0760_,2.86
_0968_,2.86
_1010_,2.86
_1511_,2.86
_1774_,2.86
_1999_,2.86
_1197_,2.84
_0000_,2.835
_0198_,2.835
_0219_,2.835
_0391_,2.835
_0053_,2.785
_0067_,2.785
_0141_,2.785
_0159_,2.785
_0195_,2.785
_0200_,2.785
_0267_,2.785
_0278_,2.785
_0375_,2.785
_0387_,2.785
_0412_,2.785
_0415_,2.785
_0440_,2.785
_0466_,2.785
_0467_,2.785
_0656_,2.76
_0970_,2.76
_1041_,2.76
_1097_,2.76
_1127_,2.76
_1527_,2.76
_1655_,2.76
_1859_,2.76
_2305_,2.76
_0348_,2.74
_1219_,2.74
_0175_,2.735
_0535_,2.72
_0925_,2.72
_1030_,2.72
_1561_,2.72
_1770_,2.72
_0261_,2.715
_0272_,2.715
_0307_,2.715
_0458_,2.715
_0012_,2.705
_0071_,2.705
_0194_,2.705
_0279_,2.705
_0355_,2.665
_0392_,2.665
_0662_,2.64
_0674_,2.64
_0896_,2.64
_1572_,2.64
_1588_,2.64
_1654_,2.64
_1697_,2.64
_1798_,2.64
_1926_,2.64
_2325_,2.64
_2473_,2.64
_0332_,2.62
_0335_,2.62
_1170_,2.62
_1258_,2.62
_1338_,2.62
_1388_,2.62
_1441_,2.62
_1566_,2.62
_1715_,2.62
_1743_,2.62
_1746_,2.62
_1829_,2.62
_1890_,2.62
_1987_,2.62
_2030_,2.62
net28,2.62
_0020_,2.595
_0042_,2.595
_0082_,2.595
_0027_,2.585
_0044_,2.585
_0460_,2.585
_0025_,2.545
_0063_,2.545
_0110_,2.545
_0114_,2.545
_0203_,2.545
_0245_,2.545
_0420_,2.545
_0422_,2.545
_0436_,2.545
_0438_,2.545
_0453_,2.545
_0498_,2.545
_0003_,2.52
_0011_,2.52
_0090_,2.52
_0292_,2.52
_0973_,2.52
_1647_,2.52
_1714_,2.52
_1983_,2.52
_2016_,2.52
_2121_,2.52
_2125_,2.52
_2147_,2.52
_2196_,2.52
_2368_,2.52
_2375_,2.52
_0792_,2.5
_1113_,2.5
_1126_,2.5
_1142_,2.5
_1510_,2.5
_1626_,2.5
_1658_,2.5
_1674_,2.5
_1821_,2.5
_1918_,2.5
_2062_,2.5
_2066_,2.5
_2106_,2.5
_2134_,2.5
_2307_,2.5
_2404_,2.5
_2465_,2.5
_0066_,2.485
_0084_,2.485
_0094_,2.485
_0183_,2.485
_0213_,2.485
_0243_,2.485
_0290_,2.485
_0381_,2.485
_0473_,2.485
_0486_,2.485
_0014_,2.42
_0061_,2.42
_0065_,2.42
_0109_,2.42
_0235_,2.42
_0237_,2.42
_0416_,2.42
_0423_,2.42
_0427_,2.42
_0447_,2.42
_0465_,2.42
_0796_,2.4
_0923_,2.4
_0926_,2.4
_0953_,2.4
_1139_,2.4
_1241_,2.4
_1423_,2.4
_1935_,2.4
_2451_,2.4
_0775_,2.38
_0022_,2.375
_0081_,2.375
_0164_,2.375
_0172_,2.375
_0266_,2.375
_0285_,2.375
_0371_,2.375
_0490_,2.375
_0009_,2.325
_0043_,2.325
_0064_,2.325
_0137_,2.325
_0143_,2.325
_0148_,2.325
_0153_,2.325
_0177_,2.325
_0187_,2.325
_0188_,2.325
_0205_,2.325
_0377_,2.325
_0380_,2.325
_0399_,2.325
_0418_,2.325
_0442_,2.325
_0443_,2.325
_0468_,2.325
_0496_,2.325
_0846_,2.3
_0873_,2.3
_1289_,2.3
_1732_,2.3
_1775_,2.3
_2238_,2.3
_2347_,2.3
_0718_,2.28
_0018_,2.255
_0251_,2.255
_0311_,2.255
_0425_,2.255
_0487_,2.255
_0722_,2.18
_0747_,2.18
_1154_,2.18
_2031_,2.18
_2319_,2.18
_0329_,2.16
_0330_,2.16
_0331_,2.16
_0831_,2.16
_1177_,2.16
_1232_,2.16
_1341_,2.16
_1357_,2.16
_1419_,2.16
_1447_,2.16
_1485_,2.16
_1515_,2.16
_1652_,2.16
_1708_,2.16
_1744_,2.16
_1853_,2.16
_1870_,2.16
_1923_,2.16
_2057_,2.16
_2217_,2.16
_2258_,2.16
_2446_,2.16
cpu_inst.regfile_inst.registers\[9\]\[25\],2.16
_0488_,2.145
_0091_,2.125
_0100_,2.125
_0218_,2.125
_0241_,2.125
_0255_,2.125
_0417_,2.125
_0005_,2.085
_0075_,2.085
_0111_,2.085
_0127_,2.085
_0207_,2.085
_0298_,2.085
_0304_,2.085
_0403_,2.085
_0483_,2.085
_0481_,2.08
_1213_,2.06
_1766_,2.06
_1898_,2.06
_2061_,2.06
_2075_,2.06
_2108_,2.06
_2153_,2.06
_2164_,2.06
_2190_,2.06
_2203_,2.06
_2287_,2.06
_2381_,2.06
_2423_,2.06
_2450_,2.06
_2456_,2.06
_2458_,2.06
_0825_,2.04
_0855_,2.04
_0956_,2.04
_0992_,2.04
_1133_,2.04
_1152_,2.04
_1207_,2.04
_1811_,2.04
_1831_,2.04
_2079_,2.04
_2188_,2.04
_2236_,2.04
_0216_,2.035
_0462_,2.035
_0019_,2.025
_0023_,2.025
_0026_,2.025
_0031_,2.025
_0048_,2.025
_0068_,2.025
_0070_,2.025
_0072_,2.025
_0076_,2.025
_0086_,2.025
_0096_,2.025
_0099_,2.025
_0118_,2.025
_0125_,2.025
_0163_,2.025
_0168_,2.025
_0169_,2.025
_0178_,2.025
_0179_,2.025
_0182_,2.025
_0184_,2.025
_0196_,2.025
_0210_,2.025
_0211_,2.025
_0230_,2.025
_0234_,2.025
_0248_,2.025
_0250_,2.025
_0252_,2.025
_0302_,2.025
_0305_,2.025
_0313_,2.025
_0362_,2.025
_0372_,2.025
_0374_,2.025
_0401_,2.025
_0402_,2.025
_0404_,2.025
_0406_,2.025
_0419_,2.025
_0421_,2.025
_0433_,2.025
_0437_,2.025
_0454_,2.025
_0476_,2.025
_0480_,2.025
_0497_,2.025
_0982_,1.94
_1275_,1.94
_1773_,1.94
_1938_,1.94
_0028_,1.865
_0036_,1.865
_0073_,1.865
_0123_,1.865
_0140_,1.865
_0249_,1.865
_0268_,1.865
_0309_,1.865
_0405_,1.865
_0461_,1.865
_0568_,1.84
_0631_,1.84
_0778_,1.84
_0783_,1.84
_0806_,1.84
_0823_,1.84
_0905_,1.84
_1216_,1.84
_1280_,1.84
_1631_,1.84
_1780_,1.84
_1784_,1.84
_1903_,1.84
_2487_,1.84
_2514_,1.84
net20,1.84
_0324_,1.82
_0334_,1.82
_0336_,1.82
_0340_,1.82
_0347_,1.82
_0810_,1.82
_1401_,1.82
_0706_,1.72
_1505_,1.72
_1594_,1.72
_1855_,1.72
_2332_,1.72
_2471_,1.72
_0601_,1.705
_0326_,1.7
_0341_,1.7
_0668_,1.7
_1430_,1.7
_1564_,1.7
_1573_,1.7
_1637_,1.7
_1763_,1.7
_1915_,1.7
_2291_,1.7
_2503_,1.7
_0522_,1.6
_0803_,1.6
_2155_,1.6
_2157_,1.6
_2209_,1.6
_2271_,1.6
_2367_,1.6
_2411_,1.6
_0002_,1.575
_0015_,1.575
_0085_,1.575
_0112_,1.575
_0117_,1.575
_0283_,1.575
_0494_,1.575
_1551_,1.51
_0650_,1.48
_0881_,1.48
_1353_,1.48
_1496_,1.48
_1553_,1.48
_1610_,1.48
_1765_,1.48
_1957_,1.48
_0013_,1.405
_0069_,1.405
_0181_,1.405
_0296_,1.405
_0357_,1.405
_0363_,1.405
_0424_,1.405
_0800_,1.38
_1230_,1.38
_1307_,1.38
_1361_,1.38
_1363_,1.38
_1434_,1.38
_1587_,1.38
_2037_,1.38
_2042_,1.38
_2056_,1.38
_2234_,1.38
_2246_,1.38
_2259_,1.38
_2263_,1.38
_2475_,1.38
_2481_,1.38
_2483_,1.38
_2490_,1.38
_2527_,1.38
_0325_,1.36
_1322_,1.36
_2085_,1.355
_1198_,1.26
_1297_,1.26
_1497_,1.26
_1716_,1.26
_1817_,1.26
_1893_,1.26
_2300_,1.26
_2521_,1.26
_1301_,1.14
_1340_,1.14
_1342_,1.14
_1535_,1.14
_1950_,1.14
_1951_,1.14
_1954_,1.14
_1960_,1.14
_1962_,1.14
_1972_,1.14
_1977_,1.14
_1986_,1.14
_1997_,1.14
_2067_,1.14
_2071_,1.14
_2072_,1.14
_2074_,1.14
_2080_,1.14
_2083_,1.14
_2136_,1.14
_2150_,1.14
_2158_,1.14
_2185_,1.14
_2192_,1.14
_2198_,1.14
_2199_,1.14
_2213_,1.14
_2214_,1.14
_2221_,1.14
_2227_,1.14
_2369_,1.14
_2377_,1.14
_2379_,1.14
_2391_,1.14
_2392_,1.14
_2393_,1.14
_2395_,1.14
_2400_,1.14
_2408_,1.14
_2409_,1.14
_2412_,1.14
_2414_,1.14
_2417_,1.14
_2418_,1.14
_2425_,1.14
_2430_,1.14
_2454_,1.14
_2463_,1.14
_2506_,1.14
_2273_,1.115
_0893_,1.02
_1872_,1.02
_0676_,0.92
_0790_,0.92
_0811_,0.92
_1217_,0.92
_1467_,0.92
_1871_,0.92
_2272_,0.92
_2311_,0.92
_2316_,0.92
_1203_,0.8
_1589_,0.8
_1924_,0.8
_1931_,0.8
_0628_,0.46
_0630_,0.46
_0839_,0.46
_1031_,0.46
_1036_,0.46
_1087_,0.46
_1115_,0.46
_1436_,0.46
_1717_,0.46
_1807_,0.46
_2043_,0.46
_2049_,0.46
_2050_,0.46
_2053_,0.46
_2054_,0.46
_2233_,0.46
_2245_,0.46
_2485_,0.46
